title,jobDescrib,companyName,companyIndustry,companyScal,companyTage,companyLocation,jobUrl,salary,publicDate,degree
Python高级开发工程师,"['岗位职责：', '1、ERP系统开发（Odoo）；', '2、负责现有产品ERP的维护工作；', '3、参与后台ERP相关的需求沟通和开发方案制定；', '4、负责相关模块开发和单元测试工作；', '5、负责和商城系统的接口设计和开发工作；', '任职资格:', '1、大专及以上学历，计算机、信息技术等相关专业；', '2、有2年Odoo开发经验，同时擅长前端开发；', '3、熟悉Odoo框架，了解Odoo使用的基本Python库；', '4、熟悉JavaScript，熟悉Linux操作系统，熟练掌握Shell脚本语言；', '5、熟悉使用git等代码管理工具；', '6、熟悉PostgreSQL数据库，能熟练编写sql语句；', '7.\xa0具备业务方向把控、需求合理性评估能力，能与业务方积极配合沟通\xa0达成业务目标；', '8.具备一定的项目和人员管理能力，有图队或项目管理经验，具备较强的语言和文字表达能力', '9、能承受工作压力,具备团队合作精神，责任心，良好的沟通表达能力，以及较强的自学能力和技术攻关能力；', '10、具备大规模高并发访问的服务集群架构设计和开发经验者优先；', '11、熟悉跨平台app开发者（例：dcloud，apicloud，phonegap）优先；', '12、具备一定的英语水平者优先考虑', '假期安排：', '1,大小周，国家法定节假日正常休息。', '2,春节期间假期放假10-12天。', '福利待遇：', '1、购买五险一金、员工生日礼物、节假日礼品、每月员工活动，每周提供下午茶等；', '2、调薪政策：加工资？不是问题！每年固定一次提薪哟，只要你足够优秀；', '3、能够独当一面的机会，快速成长，业绩突出者可组建并带领团队，待遇从优。', '优秀员工待遇：', '1、每月敬业之星评选，300-800元奖励。', '2、年底评选优秀员工奖，颁发现金奖励。', '3、优秀中管理层评选，颁发厚礼。', '年底丰厚奖励：', '1、感谢一年努力付出，根据绩效表现：颁发年底双薪。', '2、根据公司业绩情况，绩效表现，下个年度，奖励年终奖。', '年轻人的世界：', '1、公司有冰箱微波炉等解决吃饭问题。', '2、团队全为年轻人，开朗活泼易合作，没有勾心斗角的各种心累。', '3、办公室氛围轻松活泼，人际关系简单，帅哥美女多。', '咨询电话：0755-26929545 简历可投递邮箱：hr@seicane.com']",深圳市斯瑞达电子有限公司,['50-150人'],"['互联网/电子商务,贸易/进出口']",深圳-宝安区,https://jobs.51job.com/shenzhen-baq/117088305.html?s=01&t=0,1.5-3万/月,06-08,"['深圳-宝安区\xa0\xa0', '\xa0\xa05-7年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-08发布']"
Python高级开发工程师,"['岗位职责：', '1、公司新启动项目：产品化CRM 项目管理等L2C 系统  PAAS/Saas 平台开发（基于Odoo）；', '2、负责现有客户的维护工作；', '3、参与客户案子的需求沟通和开发方案制定；', '4、负责相关模块开发和单元测试工作；', '5、负责各种第三方系统钉钉，微信 短信， 邮箱、审批工作流等的接口设计和开发工作；', '任职资格:', '1、大专及以上学历，计算机、信息技术等相关专业；', '2、有2年Odoo开发经验，同时擅长前端开发；', '3、熟悉Odoo框架，了解Odoo使用的基本Python库；', '4、熟悉JavaScript，熟悉Linux操作系统，熟练掌握Shell脚本语言；', '5、熟悉使用git等代码管理工具；', '6、熟悉PostgreSQL数据库，能熟练编写sql语句；', '7. 具备业务方向把控、需求合理性评估能力，能与业务方积极配合沟通 达成业务目标；', '8.具备一定的项目和人员管理能力，有图队或项目管理经验，具备较强的语言和文字表达能力', '9、能承受工作压力,具备团队合作精神，责任心，良好的沟通表达能力，以及较强的自学能力和技术攻关能力；', '10、具备大规模高并发访问的服务集群架构设计和开发经验者优先；', '11、熟悉跨平台app开发者（例：flutter）优先；', '12、具备一定的英语水平者优先考虑']",深圳市物波科技有限公司,['50-150人'],"['互联网/电子商务,计算机软件']",深圳-宝安区,https://jobs.51job.com/shenzhen-baq/121971290.html?s=01&t=0,1-1.5万/月,06-08,"['深圳-宝安区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-08发布']"
Python开发工程师,"['岗位职责描：', '1、负责网络系统平台完成后台服务功能模块的设计与脚本开发；', '2、配合团队其他成员进行模块开发及整合；', '3、维护所负责的服务模块，并不断持续优化功能系统；', '4、确保所负责的服务模块能够达到产品要求的质量标准（响应、错误率、不间断服务指标）', '任职要求：', '1、专科及以上学历，计算机、通信等相关专业；', '2、精通python，熟悉flask或其他web框架，2年或以上python工作经验', '3、有一定的网络基础，了解TCP/IP原理；', '4、熟悉Mysql\xa0、Mongo、Redis、消息队列等常用WEB组件，并有能力进行定制化改进；', '5、理解计算机原理有良好的数据结构和一定的算法基础；', '6、积极主动，责任心强,\xa0良好的理解能力，逻辑思维强，能够独立思考以及解决问题,\xa0具有良好的团队沟通与协作能力；\xa0 \xa0']",深圳市盛凯信息科技有限公司,['150-500人'],"['计算机服务(系统、数据服务、维修),通信/电信/网络设备']",深圳-龙岗区,https://jobs.51job.com/shenzhen-lgq/119188529.html?s=01&t=0,0.8-1万/月,06-08,"['深圳-龙岗区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-08发布\xa0\xa0', '\xa0\xa0计算机科学与技术']"
Python 物联网开发工程师/主管,"['岗位要求：', '1、熟悉并有全栈开发实践经验；', '2、Python\xa0AI\xa0开发经验；', '3、Python\xa0数据可视化开发经验；', '4、本科以上学历3年物联网、智能家居硬件产品设计经验，具有数字电路、模拟电路、电源电路设计经验', '5、具有NB-IoT\xa0开发应用经验；', '工作内容：', '1、物联网开发；', '2、项目技术支持；', '3、项目技术培训与服务', '4、服务器程序及APP开发', '【工作时间】：', '周末双休（10：00-19：00）\xa0，诗和远方的时间给你留着的。', '【工作地址】：深圳市南山区南海大道1029号万融大厦C座六层C605号\xa0地标：蛇口', '【你想要的，我们都有】', '★贴心福利★', '-\xa0带薪年假、婚假、产假和病假是标配，给你充足的时间放放松充充电；', '-\xa0社保保障全，转正即买，毫无烦恼；', '-\xa0月度奖金、绩效奖金、年终奖统统有，妈妈再也不用担心我会吃土;', '-\xa0下午茶、生日会、节日礼物全配齐，只等你来体验啦（吃货们的福利）~', '-\xa0团建活动，员工年度旅游浪浪浪，世界那么大，我们去看看。', '★专享福利★', '-\xa0扁平化管理，氛围超级好，老板Nice、同事Cute，多元化员工生活；', '-\xa0网红级的办公环境，免费接驳巴士福利全齐；', '-\xa0培训体系666，快速成长不是梦!', '-\xa0每年根据能力不定时进行调薪，致力于为大家搭建一个没有天花板的舞台！！！']",广州光筑华照工程设计有限公司,['50-150人'],"['影视/媒体/艺术/文化传播,建筑/建材/工程']",深圳-南山区,https://jobs.51job.com/shenzhen-nsq/115990528.html?s=01&t=0,1-2万/月,06-08,"['深圳-南山区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-08发布']"
Python开发工程师,"['岗位职责：', '任职资格：', '1、全日制本科及以上学历，5年以上Python编程经验；', '2、能熟练使用Tornado、Django\xa0、flask等Web框架按照业务需求开发，Tornado优先；', '3、对MVC\xa0、MVT及Restful有深刻认识，熟悉API设计，能独立完成web前端技术简单需求，要求至少2年前后端分离项目经验；', '4、熟练掌握数据结构及算法，熟练掌握python基础语言；', '5、熟练掌握mysql数据库使用，了解常用的数据库设计模式及调优技巧，有一定的数据表结构设计能力；', '6、较好的文档产出能力，包括但不限于设计文档、API使用文档；', '7、产出高质量代码，熟悉基本的设计模式和实践；', '8、精通Socket、多线程、WebSocket等技术，熟悉redis、mongodb等缓存技术优先；', '9、能承受较大压力，具有高度的责任心，有良好的沟通、协调能力；', '10、熟悉金融证券业务者优先。']",深圳希施玛数据科技有限公司,['150-500人'],"['金融/投资/证券,教育/培训/院校']",深圳-南山区,https://jobs.51job.com/shenzhen-nsq/121129591.html?s=01&t=0,1.4-1.8万/月,06-08,"['深圳-南山区\xa0\xa0', '\xa0\xa05-7年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-08发布']"
高级Python开发工程师,"['岗位要求：', '1、负责平台的设计、开发与维护;', '2、\xa0处理与客户端数据交互，根据需求增加功能模块；', '3、\xa0对服务器架构和功能进行优化；', '4、参与核心技术问题的攻关，架构设计，系统优化，协助解决项目开发过程中的技术难题；', '5、独立分析、评估并解决问题，能够在较短时间内寻求最优解决方案。', '任职资格：', '1、计算机相关专业、本科及以上学历，扎实的计算机基础与优秀的编程能力，至少3年相关工作经验；', '2、精通Python语言，熟悉RESTAPI，至少熟悉一种Python\xa0web框架（Django、Flask、Tornado等）；', '3、掌握HTTP协议，熟练掌握MySQL，有MySQL数据应用开发经验；', '4、掌握至少一门NoSQL，如MongoDB，Redis等；', '5、熟悉VUE、HTML、css样式，javascript、jquery;', '6、具有高度的责任感，工作积极主动、学习能力强、善于总结，有规范化文档编写良好习惯。']",华世界控股集团,['50-150人'],['互联网/电子商务'],深圳-龙岗区,https://jobs.51job.com/shenzhen-lgq/122344059.html?s=01&t=0,1.5-2.5万/月,06-08,"['深圳-龙岗区\xa0\xa0', '\xa0\xa05-7年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-08发布']"
Python/C/C++/go开发工程师-500强有班车,"['岗位要求：（满足其一）', '1、熟悉C/C++/Python/Go语言编程，有扎实的算法及数据结构基础，有良好的编程习惯；', '2、熟悉ARM、DSP等嵌入式CPU架构，了解多核多线程等基本概念并能用于指导软件项目开展，熟悉Linux内核，了解内存管理、文件系统、网络等核心功能模块原理；', '3、熟悉linux下应用程序，OS，硬件资源端到端的性能调优方法，有计算、网络、存储相关调优经验者优先；', '4、熟悉常用开源云、虚拟化、容器产品（如OpenStack，KVM，Docker，Kubernetes）的工作原理；', '5、熟悉开源社区运作流程，有社区代码提交经验者优先；', '6、具备英语读写能力，可用做工作语言优先。']",北京外企德科人力资源服务上海有限公司,['1000-5000人'],['专业服务(咨询、人力资源、财会)'],深圳-龙岗区,https://jobs.51job.com/shenzhen-lgq/121702485.html?s=01&t=0,1.5-3万/月,06-08,"['深圳-龙岗区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-08发布']"
Python开发工程师,"['岗位职责：', '1、负责开放平台的设计、开发与维护；', '2、服务端相关组件开发；', '3、负责数据库优化和数据模型的设计；', '4、内部系统开发。', '5、独立分析、评估并解决问题，能够在较短时间内寻求最优解决方案。', '岗位要求：', '1、扎实的计算机基础与优秀的编程能力，至少三年相关工作经验；', '2、精通python语言，熟悉MVC架构与REST API，掌握至少一门python web框架，如Django等，至少三年以上python使用经验； ', '3、掌握HTTP协议，熟练掌握MySQL，有MySQL数据应用开发经验；', '4、掌握至少一门NoSQL，如MongoDB， Redis等；', '5、了解HTML, Javascript 等 Web 前端技术', '                                                ', '6、熟悉Linux操作系统，熟练使用Linux  Shell。']",深圳赢领通科技有限公司,['50-150人'],['互联网/电子商务'],深圳-龙华新区,https://jobs.51job.com/shenzhen-lhxq/118790635.html?s=01&t=0,2-3万/月,06-08,"['深圳-龙华新区\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-08发布']"
Python开发工程师,"['岗位职责：', '1\xa0参与爬虫，数据解析和分析等功能的研发；', '2\xa0负责分析结果的展示；', '3\xa0负责项目所需的一些工具开发', '任职要求：', '1.\xa02年及以上Python开发经验，熟悉爬虫与反爬虫原理及技术', '2、精通Scrapy,selenium或其他python爬虫框架，熟悉MySQL数据库、Webservice；', '3、具备信息检索、自然语言处理、web挖掘等搜索引擎相关知识，熟练使用正则表达式、搜索策略、算法、数据聚类、重组技术，熟悉反爬虫、验证码识别；', '4、有良好的算法和数据结构基础，及很强的自学能力；', '5、善于思考，能提出高质量的问题，系统性地分析并从根源上解决问题；', '6、沟通能力良好，善于团队合作。', '7、积极学习，有意在深度学习／数据挖掘领域发展\xa0', '公司福利：', '(1)、五天工作制周末双休，自入职起即可享受法定节假日等带薪假期；', '(2)、社保+公积金+带薪年假+员工活动+节日礼品；', '(3)、节日津贴、年度体检、文化活动经费、下午茶、加班补贴、司龄补贴、员工培训教育、出差补贴等；', '(4)、轻松和谐的工作氛围，透明的晋升空间；', '(5)、公司安排培训分享，快速提高工作技能及技巧；', '(6)、您在过生日或者结婚时会收到来自公司的礼金或礼物；', '(7)、关于就餐，若您自己在家里做饭，公司有储存和加热的冰箱与微波炉；', '(8)、定期的享受免费为员工提供的美味多姿的下午茶，如茶品、蛋糕，水果等等；', '(9)、公司经常举办各种活跃、热闹的集体活动，如篮球赛、羽毛球比赛、生日会、聚餐等；每年可获得旅游的机会，还有更多的惊喜和福利待遇等待着你哦；', '(10)、公司目前正在进行地域扩张，公司实行内部竞聘提升制度，良好的内部人才发展氛围，优秀人才可成为新公司的储备管理人才。', '\xa0']",深圳市前海欢雀科技有限公司,['50-150人'],"['计算机软件,专业服务(咨询、人力资源、财会)']",深圳,https://jobs.51job.com/shenzhen/98425383.html?s=01&t=0,1.2-1.6万/月,06-08,"['深圳\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-08发布']"
python开发,"['工作职责：', '\xa0\xa0\xa0\xa0\xa0\xa01.\xa0负责公司devops平台的研发。', '\xa0\xa0\xa0\xa0\xa0\xa02.\xa0负责公司监控平台二次研发工作。', '\xa0\xa0\xa0\xa0\xa0\xa03.\xa0负责devops同k8s对接。', '\xa0\xa0\xa0\xa0\xa0\xa0职位要求：', '\xa0\xa0\xa0\xa0\xa0\xa01.\xa0熟悉python\xa0+\xa0django\xa0框架。', '\xa0\xa0\xa0\xa0\xa0\xa02.\xa0熟悉vue，\xa0bootstrap,\xa0jquery，ajax等前端框架。', '\xa0\xa0\xa0\xa0\xa0\xa03.\xa0实施过devops平台\xa0以及cmdb数据库的设计。', '\xa0\xa0\xa0\xa0\xa0\xa04.\xa0能够基于各种python开源框架做二次开发。', '\xa0\xa0\xa0\xa0\xa0\xa05.\xa0有reset\xa0api设计经验。', '\xa0\xa0\xa0\xa0\xa0\xa06.\xa0有k8s\xa0运维经验优先。\xa0\xa0']",广州华钧软件科技有限公司,['50-150人'],['计算机软件'],深圳-南山区,https://jobs.51job.com/shenzhen-nsq/117614393.html?s=01&t=0,2-3万/月,06-08,"['深圳-南山区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招5人\xa0\xa0', '\xa0\xa006-08发布']"
Python开发工程师,[],海纳英才信息技术（深圳）有限公司,['150-500人'],['互联网/电子商务'],深圳-南山区,https://jobs.51job.com/shenzhen-nsq/120591253.html?s=01&t=0,1-1.5万/月,06-08,"['深圳-南山区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-08发布']"
高级Python开发工程师,"['岗位职责：', '1、负责研发后台核心业务系统', '2、负责系统的架构设计和技术攻关，打造稳定、高效、可扩展的平台架构、', '3、解决产品开发过程中的高性能，高并发和高可靠性问题', '4、做过python爬虫，处理过大数据', '5、熟悉flask、Django等后台框架', '任职要求：', '1、5年以上Python工作经验、熟悉mac/linux工作环境', '2、熟悉网络通信原理、熟悉常用加密算法', '3、熟悉多线程开发、熟悉mysql等数据库', '4、有独立系统架构设计经验，对代码和设计质量有严格要求']",深圳市达熙科技有限公司,['少于50人'],"['互联网/电子商务,计算机软件']",深圳,https://jobs.51job.com/shenzhen/119656715.html?s=01&t=0,2-3.5万/月,06-08,"['深圳\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa006-08发布']"
Python开发工程师,"['招聘要求：', '1、3年以上python开发经验，\xa0有大型项目开发经验优先考虑；', '2、熟练掌握Django/Flask等Web开发框架，并对其原理有深刻理解；', '4、熟悉Linux平台开发及常用操作命令；', '该岗位工作地点：广州。']",深圳市宇航软件股份有限公司,['50-150人'],['计算机软件'],深圳-龙岗区,https://jobs.51job.com/shenzhen-lgq/120870911.html?s=01&t=0,1.5-2万/月,06-08,"['深圳-龙岗区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招4人\xa0\xa0', '\xa0\xa006-08发布']"
Python开发工程师（须懂ODOO框架）,"['岗位职责：（懂ODOO框架是必备、必备、必备）', '1、负责ERP、MES的系统代码交接、二次开发、维护', '2、后续有CRM、PDM等如果使用Python,也进行开发。', '任职要求：', '1、有ODOO (Open ERP)开发经验，懂ODOO框架（必备、必备、必备）；', '2、熟悉Python语言；', '3、熟练掌握unix/linux操作系统，能进行基本Shell脚本编写；', '4、本科学历，计算机，信息管理相关专业。']",深圳前海优管信息技术有限公司,['150-500人'],"['互联网/电子商务,计算机软件']",深圳,https://jobs.51job.com/shenzhen/108625124.html?s=01&t=0,0.8-1.5万/月,06-08,"['深圳\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-08发布']"
